week,district_id,sis,pipeline_name,system_type,refresh_status,latency_minutes,record_completeness
2026-W07,DST006,Infinite Campus,Attendance extract,Student information system,success,29.2,1.0
2026-W07,DST006,Infinite Campus,Assignment events,Instructional content platform,success,43.4,0.987
2026-W07,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,34.0,0.99
2026-W08,DST006,Infinite Campus,SIS roster sync,Student information system,success,19.9,0.974
2026-W08,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,21.8,0.968
2026-W08,DST006,Infinite Campus,Attendance extract,Student information system,success,28.5,0.97
2026-W08,DST006,Infinite Campus,Assignment events,Instructional content platform,success,38.9,1.0
2026-W08,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,53.0,0.99
2026-W09,DST006,Infinite Campus,SIS roster sync,Student information system,success,27.0,0.969
2026-W09,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,43.0,0.972
2026-W09,DST006,Infinite Campus,Attendance extract,Student information system,success,73.0,0.991
2026-W09,DST006,Infinite Campus,Assignment events,Instructional content platform,success,48.2,0.995
2026-W09,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,46.3,1.0
2026-W10,DST006,Infinite Campus,SIS roster sync,Student information system,success,52.7,0.985
2026-W10,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,53.7,0.997
2026-W10,DST006,Infinite Campus,Attendance extract,Student information system,success,50.9,0.968
2026-W10,DST006,Infinite Campus,Assignment events,Instructional content platform,success,36.9,0.969
2026-W10,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,71.0,1.0
2026-W11,DST006,Infinite Campus,SIS roster sync,Student information system,success,51.8,0.994
2026-W11,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,47.7,1.0
2026-W11,DST006,Infinite Campus,Attendance extract,Student information system,success,43.6,0.97
2026-W11,DST006,Infinite Campus,Assignment events,Instructional content platform,success,57.6,0.979
2026-W11,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,51.7,0.961
2026-W12,DST006,Infinite Campus,SIS roster sync,Student information system,success,31.9,1.0
2026-W12,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,48.2,0.979
2026-W12,DST006,Infinite Campus,Attendance extract,Student information system,success,27.7,1.0
2026-W12,DST006,Infinite Campus,Assignment events,Instructional content platform,success,32.9,0.997
2026-W12,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,54.7,1.0
2026-W13,DST006,Infinite Campus,SIS roster sync,Student information system,success,68.9,1.0
2026-W13,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,40.0,0.986
2026-W13,DST006,Infinite Campus,Attendance extract,Student information system,success,46.3,0.976
2026-W13,DST006,Infinite Campus,Assignment events,Instructional content platform,success,43.2,0.984
2026-W13,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,72.2,0.965
2026-W14,DST006,Infinite Campus,SIS roster sync,Student information system,success,56.1,1.0
2026-W14,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,61.0,0.972
2026-W14,DST006,Infinite Campus,Attendance extract,Student information system,success,69.4,0.994
2026-W14,DST006,Infinite Campus,Assignment events,Instructional content platform,success,36.2,0.963
2026-W14,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,90.4,0.991
2026-W15,DST006,Infinite Campus,SIS roster sync,Student information system,success,21.5,0.961
2026-W15,DST006,Infinite Campus,Assessment feed,Formative assessment platform,partial,84.0,0.947
2026-W15,DST006,Infinite Campus,Attendance extract,Student information system,success,34.8,0.978
2026-W15,DST006,Infinite Campus,Assignment events,Instructional content platform,success,51.9,1.0
2026-W15,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,49.6,0.988
2026-W16,DST006,Infinite Campus,SIS roster sync,Student information system,success,53.0,0.997
2026-W16,DST006,Infinite Campus,Assessment feed,Formative assessment platform,success,46.0,0.979
2026-W16,DST006,Infinite Campus,Attendance extract,Student information system,success,37.8,0.991
2026-W16,DST006,Infinite Campus,Assignment events,Instructional content platform,success,54.2,1.0
2026-W16,DST006,Infinite Campus,Intervention roster,Intervention tracking system,success,50.9,1.0
