week,district_id,school_id,grade,subject,student_count,proficiency_rate,growth_rate,chronic_absence_rate,assignment_completion_rate
2026-W14,DST002,SCH009,3,Science,67,0.673,0.686,0.15,0.761
2026-W14,DST002,SCH009,4,ELA,104,0.718,0.833,0.236,0.746
2026-W14,DST002,SCH009,4,Math,83,0.622,0.505,0.125,0.669
2026-W14,DST002,SCH009,4,Science,72,0.698,0.612,0.197,0.644
2026-W14,DST002,SCH009,5,ELA,73,0.665,0.613,0.19,0.643
2026-W14,DST002,SCH009,5,Math,85,0.666,0.586,0.251,0.535
2026-W14,DST002,SCH009,5,Science,82,0.73,0.551,0.156,0.568
2026-W15,DST002,SCH009,3,ELA,95,0.702,0.643,0.25,0.584
2026-W15,DST002,SCH009,3,Math,90,0.572,0.707,0.198,0.578
2026-W15,DST002,SCH009,3,Science,65,0.687,0.515,0.242,0.728
2026-W15,DST002,SCH009,4,ELA,72,0.698,0.692,0.227,0.64
2026-W15,DST002,SCH009,4,Math,47,0.717,0.691,0.215,0.6
2026-W15,DST002,SCH009,4,Science,83,0.709,0.517,0.196,0.531
2026-W15,DST002,SCH009,5,ELA,74,0.722,0.539,0.219,0.611
2026-W15,DST002,SCH009,5,Math,81,0.791,0.697,0.236,0.591
2026-W15,DST002,SCH009,5,Science,88,0.705,0.49,0.25,0.602
2026-W16,DST002,SCH009,3,ELA,84,0.728,0.545,0.233,0.585
2026-W16,DST002,SCH009,3,Math,48,0.652,0.585,0.27,0.654
2026-W16,DST002,SCH009,3,Science,69,0.719,0.558,0.185,0.822
2026-W16,DST002,SCH009,4,ELA,87,0.835,0.718,0.182,0.661
2026-W16,DST002,SCH009,4,Math,59,0.594,0.502,0.152,0.593
2026-W16,DST002,SCH009,4,Science,66,0.608,0.622,0.194,0.781
2026-W16,DST002,SCH009,5,ELA,63,0.745,0.649,0.144,0.715
2026-W16,DST002,SCH009,5,Math,95,0.769,0.668,0.169,0.637
2026-W16,DST002,SCH009,5,Science,102,0.802,0.613,0.278,0.689
2026-W04,DST002,SCH010,3,ELA,43,0.657,0.644,0.231,0.565
2026-W04,DST002,SCH010,3,Math,41,0.641,0.345,0.244,0.807
2026-W04,DST002,SCH010,3,Science,116,0.558,0.567,0.157,0.688
2026-W04,DST002,SCH010,4,ELA,66,0.733,0.595,0.187,0.793
2026-W04,DST002,SCH010,4,Math,71,0.655,0.629,0.126,0.553
2026-W04,DST002,SCH010,4,Science,44,0.68,0.59,0.241,0.689
2026-W04,DST002,SCH010,5,ELA,64,0.7,0.601,0.233,0.792
2026-W04,DST002,SCH010,5,Math,75,0.535,0.52,0.219,0.64
2026-W04,DST002,SCH010,5,Science,57,0.547,0.428,0.199,0.493
2026-W05,DST002,SCH010,3,ELA,98,0.656,0.504,0.237,0.588
2026-W05,DST002,SCH010,3,Math,83,0.581,0.748,0.164,0.727
2026-W05,DST002,SCH010,3,Science,87,0.618,0.674,0.195,0.599
2026-W05,DST002,SCH010,4,ELA,77,0.843,0.524,0.169,0.697
2026-W05,DST002,SCH010,4,Math,97,0.62,0.625,0.199,0.533
2026-W05,DST002,SCH010,4,Science,54,0.678,0.547,0.278,0.68
2026-W05,DST002,SCH010,5,ELA,90,0.675,0.543,0.218,0.617
2026-W05,DST002,SCH010,5,Math,93,0.655,0.592,0.231,0.591
2026-W05,DST002,SCH010,5,Science,44,0.486,0.481,0.232,0.693
2026-W06,DST002,SCH010,3,ELA,60,0.711,0.441,0.231,0.543
2026-W06,DST002,SCH010,3,Math,69,0.626,0.617,0.175,0.66
2026-W06,DST002,SCH010,3,Science,61,0.618,0.611,0.234,0.683
2026-W06,DST002,SCH010,4,ELA,62,0.608,0.567,0.223,0.654
2026-W06,DST002,SCH010,4,Math,89,0.654,0.536,0.258,0.59
2026-W06,DST002,SCH010,4,Science,91,0.649,0.693,0.211,0.535
2026-W06,DST002,SCH010,5,ELA,80,0.624,0.556,0.255,0.707
2026-W06,DST002,SCH010,5,Math,81,0.726,0.497,0.183,0.485
2026-W06,DST002,SCH010,5,Science,111,0.639,0.532,0.272,0.571
2026-W07,DST002,SCH010,3,ELA,47,0.71,0.721,0.279,0.563
2026-W07,DST002,SCH010,3,Math,64,0.502,0.433,0.176,0.666
2026-W07,DST002,SCH010,3,Science,79,0.684,0.725,0.152,0.667
2026-W07,DST002,SCH010,4,ELA,67,0.676,0.612,0.287,0.55
2026-W07,DST002,SCH010,4,Math,62,0.668,0.631,0.185,0.629
2026-W07,DST002,SCH010,4,Science,85,0.533,0.663,0.263,0.57
2026-W07,DST002,SCH010,5,ELA,75,0.723,0.531,0.135,0.7
2026-W07,DST002,SCH010,5,Math,43,0.596,0.676,0.249,0.563
2026-W07,DST002,SCH010,5,Science,61,0.638,0.452,0.209,0.636
2026-W08,DST002,SCH010,3,ELA,83,0.647,0.684,0.212,0.723
2026-W08,DST002,SCH010,3,Math,47,0.672,0.532,0.194,0.657
2026-W08,DST002,SCH010,3,Science,60,0.562,0.568,0.163,0.755
2026-W08,DST002,SCH010,4,ELA,76,0.677,0.51,0.226,0.632
2026-W08,DST002,SCH010,4,Math,62,0.636,0.457,0.3,0.547
2026-W08,DST002,SCH010,4,Science,68,0.611,0.382,0.204,0.573
2026-W08,DST002,SCH010,5,ELA,86,0.667,0.63,0.226,0.559
2026-W08,DST002,SCH010,5,Math,69,0.632,0.624,0.276,0.644
2026-W08,DST002,SCH010,5,Science,80,0.577,0.351,0.191,0.676
2026-W09,DST002,SCH010,3,ELA,82,0.764,0.632,0.161,0.654
2026-W09,DST002,SCH010,3,Math,27,0.694,0.467,0.181,0.635
2026-W09,DST002,SCH010,3,Science,52,0.742,0.522,0.313,0.652
2026-W09,DST002,SCH010,4,ELA,65,0.742,0.534,0.202,0.675
2026-W09,DST002,SCH010,4,Math,69,0.643,0.658,0.228,0.677
2026-W09,DST002,SCH010,4,Science,62,0.607,0.86,0.269,0.624
2026-W09,DST002,SCH010,5,ELA,59,0.71,0.592,0.224,0.706
2026-W09,DST002,SCH010,5,Math,77,0.712,0.726,0.238,0.487
2026-W09,DST002,SCH010,5,Science,72,0.667,0.484,0.202,0.685
2026-W10,DST002,SCH010,3,ELA,85,0.651,0.454,0.175,0.647
2026-W10,DST002,SCH010,3,Math,62,0.623,0.628,0.157,0.595
2026-W10,DST002,SCH010,3,Science,58,0.708,0.666,0.199,0.664
2026-W10,DST002,SCH010,4,ELA,72,0.715,0.66,0.164,0.801
2026-W10,DST002,SCH010,4,Math,78,0.606,0.709,0.231,0.702
2026-W10,DST002,SCH010,4,Science,62,0.668,0.656,0.177,0.636
2026-W10,DST002,SCH010,5,ELA,54,0.677,0.54,0.206,0.686
2026-W10,DST002,SCH010,5,Math,73,0.593,0.469,0.254,0.733
2026-W10,DST002,SCH010,5,Science,74,0.631,0.447,0.26,0.621
2026-W11,DST002,SCH010,3,ELA,54,0.674,0.591,0.268,0.637
2026-W11,DST002,SCH010,3,Math,69,0.669,0.563,0.225,0.694
2026-W11,DST002,SCH010,3,Science,66,0.682,0.482,0.214,0.759
2026-W11,DST002,SCH010,4,ELA,69,0.705,0.56,0.203,0.744
2026-W11,DST002,SCH010,4,Math,65,0.666,0.597,0.212,0.596
2026-W11,DST002,SCH010,4,Science,56,0.558,0.642,0.164,0.756
2026-W11,DST002,SCH010,5,ELA,65,0.696,0.76,0.205,0.77
2026-W11,DST002,SCH010,5,Math,92,0.667,0.627,0.168,0.667
2026-W11,DST002,SCH010,5,Science,79,0.684,0.65,0.241,0.719
2026-W12,DST002,SCH010,3,ELA,54,0.704,0.663,0.213,0.653
2026-W12,DST002,SCH010,3,Math,74,0.553,0.543,0.17,0.499
2026-W12,DST002,SCH010,3,Science,87,0.759,0.706,0.22,0.635
2026-W12,DST002,SCH010,4,ELA,91,0.58,0.605,0.142,0.771
2026-W12,DST002,SCH010,4,Math,81,0.645,0.637,0.21,0.599
2026-W12,DST002,SCH010,4,Science,61,0.646,0.782,0.197,0.644
2026-W12,DST002,SCH010,5,ELA,79,0.683,0.582,0.215,0.689
2026-W12,DST002,SCH010,5,Math,36,0.667,0.68,0.287,0.534
2026-W12,DST002,SCH010,5,Science,83,0.66,0.649,0.24,0.602
2026-W13,DST002,SCH010,3,ELA,51,0.712,0.811,0.164,0.673
2026-W13,DST002,SCH010,3,Math,69,0.622,0.588,0.16,0.714
2026-W13,DST002,SCH010,3,Science,54,0.699,0.52,0.212,0.76
2026-W13,DST002,SCH010,4,ELA,77,0.677,0.58,0.159,0.736
2026-W13,DST002,SCH010,4,Math,53,0.705,0.668,0.128,0.733
2026-W13,DST002,SCH010,4,Science,56,0.558,0.67,0.189,0.633
2026-W13,DST002,SCH010,5,ELA,72,0.684,0.551,0.291,0.577
2026-W13,DST002,SCH010,5,Math,99,0.751,0.608,0.17,0.752
2026-W13,DST002,SCH010,5,Science,63,0.693,0.675,0.186,0.554
2026-W14,DST002,SCH010,3,ELA,73,0.652,0.598,0.221,0.716
2026-W14,DST002,SCH010,3,Math,87,0.654,0.684,0.23,0.642
2026-W14,DST002,SCH010,3,Science,64,0.717,0.593,0.225,0.643
2026-W14,DST002,SCH010,4,ELA,42,0.714,0.499,0.214,0.63
2026-W14,DST002,SCH010,4,Math,78,0.712,0.623,0.239,0.6
2026-W14,DST002,SCH010,4,Science,80,0.716,0.608,0.108,0.612
2026-W14,DST002,SCH010,5,ELA,57,0.711,0.59,0.218,0.694
2026-W14,DST002,SCH010,5,Math,55,0.584,0.66,0.175,0.664
2026-W14,DST002,SCH010,5,Science,66,0.618,0.784,0.282,0.62
2026-W15,DST002,SCH010,3,ELA,60,0.618,0.742,0.249,0.756
2026-W15,DST002,SCH010,3,Math,124,0.671,0.732,0.175,0.659
2026-W15,DST002,SCH010,3,Science,84,0.662,0.643,0.141,0.736
2026-W15,DST002,SCH010,4,ELA,78,0.739,0.603,0.225,0.613
2026-W15,DST002,SCH010,4,Math,58,0.706,0.753,0.15,0.791
2026-W15,DST002,SCH010,4,Science,92,0.724,0.654,0.2,0.671
2026-W15,DST002,SCH010,5,ELA,98,0.649,0.677,0.241,0.545
2026-W15,DST002,SCH010,5,Math,56,0.688,0.624,0.192,0.708
2026-W15,DST002,SCH010,5,Science,89,0.666,0.434,0.133,0.686
2026-W16,DST002,SCH010,3,ELA,101,0.738,0.682,0.2,0.83
2026-W16,DST002,SCH010,3,Math,48,0.644,0.645,0.303,0.535
2026-W16,DST002,SCH010,3,Science,94,0.661,0.595,0.237,0.616
2026-W16,DST002,SCH010,4,ELA,96,0.665,0.657,0.231,0.592
2026-W16,DST002,SCH010,4,Math,91,0.684,0.518,0.231,0.609
2026-W16,DST002,SCH010,4,Science,51,0.72,0.738,0.198,0.581
2026-W16,DST002,SCH010,5,ELA,44,0.744,0.73,0.239,0.558
2026-W16,DST002,SCH010,5,Math,65,0.67,0.408,0.248,0.451
2026-W16,DST002,SCH010,5,Science,37,0.665,0.669,0.342,0.565
2026-W04,DST002,SCH011,3,ELA,104,0.557,0.7,0.246,0.659
2026-W04,DST002,SCH011,3,Math,89,0.616,0.421,0.221,0.518
2026-W04,DST002,SCH011,3,Science,87,0.641,0.564,0.214,0.723
2026-W04,DST002,SCH011,4,ELA,84,0.73,0.557,0.134,0.741
2026-W04,DST002,SCH011,4,Math,58,0.669,0.531,0.201,0.706
2026-W04,DST002,SCH011,4,Science,94,0.659,0.702,0.212,0.678
2026-W04,DST002,SCH011,5,ELA,86,0.616,0.499,0.139,0.669
2026-W04,DST002,SCH011,5,Math,36,0.601,0.413,0.146,0.684
2026-W04,DST002,SCH011,5,Science,56,0.457,0.532,0.204,0.557
2026-W05,DST002,SCH011,3,ELA,69,0.694,0.61,0.258,0.615
2026-W05,DST002,SCH011,3,Math,82,0.592,0.446,0.223,0.706
2026-W05,DST002,SCH011,3,Science,50,0.662,0.385,0.149,0.746
2026-W05,DST002,SCH011,4,ELA,87,0.668,0.381,0.143,0.691
2026-W05,DST002,SCH011,4,Math,82,0.566,0.497,0.208,0.612
2026-W05,DST002,SCH011,4,Science,101,0.658,0.499,0.218,0.572
2026-W05,DST002,SCH011,5,ELA,70,0.677,0.433,0.197,0.683
2026-W05,DST002,SCH011,5,Math,64,0.614,0.654,0.269,0.673
2026-W05,DST002,SCH011,5,Science,78,0.611,0.491,0.189,0.64
2026-W06,DST002,SCH011,3,ELA,66,0.689,0.55,0.26,0.76
2026-W06,DST002,SCH011,3,Math,70,0.639,0.601,0.194,0.66
2026-W06,DST002,SCH011,3,Science,86,0.688,0.493,0.169,0.696
2026-W06,DST002,SCH011,4,ELA,90,0.693,0.451,0.276,0.752
2026-W06,DST002,SCH011,4,Math,73,0.631,0.598,0.144,0.734
2026-W06,DST002,SCH011,4,Science,61,0.55,0.777,0.174,0.591
2026-W06,DST002,SCH011,5,ELA,84,0.611,0.591,0.193,0.562
2026-W06,DST002,SCH011,5,Math,68,0.638,0.544,0.256,0.619
2026-W06,DST002,SCH011,5,Science,58,0.632,0.612,0.19,0.748
2026-W07,DST002,SCH011,3,ELA,80,0.632,0.568,0.104,0.798
2026-W07,DST002,SCH011,3,Math,54,0.67,0.683,0.183,0.621
2026-W07,DST002,SCH011,3,Science,51,0.72,0.522,0.225,0.63
2026-W07,DST002,SCH011,4,ELA,40,0.617,0.577,0.201,0.601
2026-W07,DST002,SCH011,4,Math,92,0.569,0.731,0.168,0.674
2026-W07,DST002,SCH011,4,Science,52,0.615,0.566,0.185,0.535
2026-W07,DST002,SCH011,5,ELA,94,0.659,0.427,0.264,0.581
2026-W07,DST002,SCH011,5,Math,91,0.625,0.696,0.27,0.652
2026-W07,DST002,SCH011,5,Science,85,0.558,0.345,0.217,0.656
2026-W08,DST002,SCH011,3,ELA,26,0.63,0.51,0.185,0.686
2026-W08,DST002,SCH011,3,Math,72,0.635,0.587,0.226,0.464
2026-W08,DST002,SCH011,3,Science,56,0.686,0.595,0.231,0.564
2026-W08,DST002,SCH011,4,ELA,50,0.764,0.446,0.202,0.68
2026-W08,DST002,SCH011,4,Math,87,0.739,0.64,0.183,0.69
2026-W08,DST002,SCH011,4,Science,63,0.676,0.764,0.196,0.693
2026-W08,DST002,SCH011,5,ELA,73,0.67,0.586,0.265,0.602
2026-W08,DST002,SCH011,5,Math,62,0.597,0.622,0.228,0.675
2026-W08,DST002,SCH011,5,Science,70,0.623,0.501,0.165,0.612
2026-W09,DST002,SCH011,3,ELA,99,0.638,0.634,0.123,0.824
2026-W09,DST002,SCH011,3,Math,67,0.672,0.521,0.231,0.582
2026-W09,DST002,SCH011,3,Science,93,0.595,0.42,0.178,0.709
2026-W09,DST002,SCH011,4,ELA,95,0.63,0.539,0.214,0.633
2026-W09,DST002,SCH011,4,Math,67,0.539,0.762,0.261,0.556
2026-W09,DST002,SCH011,4,Science,66,0.748,0.587,0.164,0.637
2026-W09,DST002,SCH011,5,ELA,76,0.765,0.674,0.158,0.771
2026-W09,DST002,SCH011,5,Math,85,0.591,0.522,0.074,0.697
2026-W09,DST002,SCH011,5,Science,61,0.582,0.414,0.113,0.701
2026-W10,DST002,SCH011,3,ELA,92,0.68,0.675,0.165,0.769
2026-W10,DST002,SCH011,3,Math,46,0.681,0.76,0.221,0.621
2026-W10,DST002,SCH011,3,Science,67,0.566,0.667,0.199,0.667
2026-W10,DST002,SCH011,4,ELA,62,0.692,0.722,0.259,0.704
2026-W10,DST002,SCH011,4,Math,62,0.578,0.474,0.25,0.627
2026-W10,DST002,SCH011,4,Science,57,0.64,0.646,0.25,0.493
2026-W10,DST002,SCH011,5,ELA,67,0.559,0.642,0.182,0.757
2026-W10,DST002,SCH011,5,Math,60,0.631,0.452,0.2,0.675
2026-W10,DST002,SCH011,5,Science,88,0.738,0.466,0.232,0.638
2026-W11,DST002,SCH011,3,ELA,102,0.67,0.4,0.244,0.616
2026-W11,DST002,SCH011,3,Math,79,0.626,0.698,0.152,0.595
2026-W11,DST002,SCH011,3,Science,109,0.751,0.706,0.271,0.699
2026-W11,DST002,SCH011,4,ELA,70,0.746,0.472,0.142,0.764
2026-W11,DST002,SCH011,4,Math,37,0.655,0.46,0.206,0.567
2026-W11,DST002,SCH011,4,Science,90,0.744,0.653,0.192,0.68
2026-W11,DST002,SCH011,5,ELA,90,0.639,0.627,0.187,0.563
2026-W11,DST002,SCH011,5,Math,59,0.646,0.531,0.193,0.631
2026-W11,DST002,SCH011,5,Science,93,0.689,0.501,0.286,0.668
2026-W12,DST002,SCH011,3,ELA,44,0.711,0.628,0.181,0.682
2026-W12,DST002,SCH011,3,Math,47,0.55,0.649,0.284,0.589
2026-W12,DST002,SCH011,3,Science,87,0.655,0.599,0.268,0.579
2026-W12,DST002,SCH011,4,ELA,57,0.63,0.585,0.14,0.713
2026-W12,DST002,SCH011,4,Math,51,0.617,0.787,0.247,0.552
2026-W12,DST002,SCH011,4,Science,63,0.692,0.584,0.237,0.492
2026-W12,DST002,SCH011,5,ELA,98,0.724,0.54,0.176,0.673
2026-W12,DST002,SCH011,5,Math,64,0.681,0.647,0.101,0.654
2026-W12,DST002,SCH011,5,Science,83,0.687,0.548,0.286,0.441
2026-W13,DST002,SCH011,3,ELA,82,0.818,0.53,0.246,0.666
2026-W13,DST002,SCH011,3,Math,77,0.569,0.555,0.179,0.657
2026-W13,DST002,SCH011,3,Science,25,0.631,0.608,0.223,0.638
2026-W13,DST002,SCH011,4,ELA,62,0.613,0.683,0.202,0.725
2026-W13,DST002,SCH011,4,Math,75,0.663,0.656,0.235,0.668
2026-W13,DST002,SCH011,4,Science,65,0.675,0.605,0.359,0.539
2026-W13,DST002,SCH011,5,ELA,83,0.673,0.506,0.12,0.68
2026-W13,DST002,SCH011,5,Math,77,0.598,0.542,0.219,0.564
2026-W13,DST002,SCH011,5,Science,36,0.719,0.641,0.198,0.581
2026-W14,DST002,SCH011,3,ELA,81,0.784,0.591,0.108,0.827
2026-W14,DST002,SCH011,3,Math,72,0.606,0.496,0.245,0.567
2026-W14,DST002,SCH011,3,Science,56,0.705,0.535,0.154,0.723
2026-W14,DST002,SCH011,4,ELA,46,0.649,0.664,0.236,0.583
2026-W14,DST002,SCH011,4,Math,93,0.643,0.591,0.242,0.584
2026-W14,DST002,SCH011,4,Science,86,0.62,0.668,0.244,0.482
2026-W14,DST002,SCH011,5,ELA,67,0.727,0.682,0.168,0.685
2026-W14,DST002,SCH011,5,Math,77,0.598,0.727,0.299,0.583
2026-W14,DST002,SCH011,5,Science,60,0.688,0.571,0.163,0.717
2026-W15,DST002,SCH011,3,ELA,56,0.73,0.739,0.211,0.753
2026-W15,DST002,SCH011,3,Math,66,0.633,0.589,0.189,0.748
2026-W15,DST002,SCH011,3,Science,77,0.751,0.464,0.206,0.729
2026-W15,DST002,SCH011,4,ELA,68,0.732,0.617,0.269,0.689
2026-W15,DST002,SCH011,4,Math,63,0.706,0.457,0.284,0.537
2026-W15,DST002,SCH011,4,Science,105,0.747,0.585,0.197,0.582
2026-W15,DST002,SCH011,5,ELA,41,0.688,0.566,0.232,0.602
2026-W15,DST002,SCH011,5,Math,111,0.605,0.687,0.226,0.598
2026-W15,DST002,SCH011,5,Science,65,0.71,0.661,0.162,0.674
2026-W16,DST002,SCH011,3,ELA,103,0.719,0.6,0.198,0.688
2026-W16,DST002,SCH011,3,Math,58,0.632,0.561,0.237,0.607
2026-W16,DST002,SCH011,3,Science,64,0.611,0.654,0.233,0.753
2026-W16,DST002,SCH011,4,ELA,90,0.63,0.553,0.224,0.672
2026-W16,DST002,SCH011,4,Math,58,0.656,0.598,0.144,0.629
2026-W16,DST002,SCH011,4,Science,62,0.671,0.544,0.229,0.626
2026-W16,DST002,SCH011,5,ELA,73,0.646,0.663,0.321,0.581
2026-W16,DST002,SCH011,5,Math,62,0.777,0.581,0.163,0.741
2026-W16,DST002,SCH011,5,Science,50,0.6,0.689,0.192,0.759
2026-W04,DST002,SCH012,6,ELA,126,0.612,0.58,0.263,0.66
2026-W04,DST002,SCH012,6,Math,103,0.589,0.65,0.242,0.593
2026-W04,DST002,SCH012,6,Science,87,0.537,0.588,0.201,0.531
2026-W04,DST002,SCH012,7,ELA,81,0.686,0.518,0.314,0.556
2026-W04,DST002,SCH012,7,Math,96,0.613,0.472,0.282,0.49
2026-W04,DST002,SCH012,7,Science,106,0.579,0.507,0.234,0.632
2026-W04,DST002,SCH012,8,ELA,113,0.637,0.48,0.256,0.549
2026-W04,DST002,SCH012,8,Math,88,0.533,0.644,0.228,0.661
2026-W04,DST002,SCH012,8,Science,84,0.557,0.594,0.303,0.675
2026-W05,DST002,SCH012,6,ELA,77,0.568,0.441,0.207,0.779
2026-W05,DST002,SCH012,6,Math,86,0.567,0.553,0.261,0.762
2026-W05,DST002,SCH012,6,Science,128,0.566,0.413,0.318,0.573
2026-W05,DST002,SCH012,7,ELA,126,0.6,0.588,0.204,0.706
2026-W05,DST002,SCH012,7,Math,78,0.574,0.437,0.228,0.672
2026-W05,DST002,SCH012,7,Science,131,0.587,0.703,0.233,0.675
2026-W05,DST002,SCH012,8,ELA,110,0.615,0.533,0.259,0.557
2026-W05,DST002,SCH012,8,Math,97,0.571,0.507,0.268,0.632
2026-W05,DST002,SCH012,8,Science,114,0.562,0.652,0.269,0.67
2026-W06,DST002,SCH012,6,ELA,96,0.662,0.556,0.292,0.645
2026-W06,DST002,SCH012,6,Math,95,0.585,0.578,0.268,0.64
2026-W06,DST002,SCH012,6,Science,123,0.532,0.448,0.19,0.611
2026-W06,DST002,SCH012,7,ELA,97,0.561,0.571,0.267,0.712
2026-W06,DST002,SCH012,7,Math,94,0.588,0.492,0.245,0.574
2026-W06,DST002,SCH012,7,Science,104,0.623,0.834,0.312,0.498
2026-W06,DST002,SCH012,8,ELA,100,0.622,0.548,0.241,0.598
2026-W06,DST002,SCH012,8,Math,114,0.491,0.451,0.244,0.7
2026-W06,DST002,SCH012,8,Science,109,0.605,0.517,0.227,0.721
2026-W07,DST002,SCH012,6,ELA,101,0.594,0.631,0.263,0.658
2026-W07,DST002,SCH012,6,Math,95,0.605,0.633,0.232,0.676
2026-W07,DST002,SCH012,6,Science,86,0.644,0.67,0.258,0.686
2026-W07,DST002,SCH012,7,ELA,91,0.659,0.798,0.236,0.732
2026-W07,DST002,SCH012,7,Math,124,0.653,0.504,0.356,0.495
2026-W07,DST002,SCH012,7,Science,121,0.602,0.658,0.202,0.648
2026-W07,DST002,SCH012,8,ELA,131,0.702,0.626,0.293,0.652
2026-W07,DST002,SCH012,8,Math,132,0.608,0.631,0.248,0.668
2026-W07,DST002,SCH012,8,Science,88,0.515,0.491,0.253,0.746
2026-W08,DST002,SCH012,6,ELA,88,0.644,0.601,0.137,0.618
2026-W08,DST002,SCH012,6,Math,84,0.589,0.403,0.249,0.621
2026-W08,DST002,SCH012,6,Science,114,0.635,0.671,0.242,0.763
2026-W08,DST002,SCH012,7,ELA,89,0.585,0.518,0.261,0.561
2026-W08,DST002,SCH012,7,Math,95,0.658,0.519,0.292,0.596
2026-W08,DST002,SCH012,7,Science,122,0.6,0.463,0.26,0.649
2026-W08,DST002,SCH012,8,ELA,114,0.632,0.469,0.156,0.696
2026-W08,DST002,SCH012,8,Math,102,0.591,0.64,0.324,0.588
2026-W08,DST002,SCH012,8,Science,112,0.648,0.584,0.202,0.642
2026-W09,DST002,SCH012,6,ELA,86,0.626,0.749,0.338,0.538
2026-W09,DST002,SCH012,6,Math,94,0.509,0.594,0.219,0.575
2026-W09,DST002,SCH012,6,Science,85,0.653,0.585,0.214,0.611
2026-W09,DST002,SCH012,7,ELA,135,0.733,0.64,0.244,0.691
2026-W09,DST002,SCH012,7,Math,106,0.592,0.48,0.32,0.478
2026-W09,DST002,SCH012,7,Science,102,0.62,0.636,0.239,0.646
2026-W09,DST002,SCH012,8,ELA,109,0.6,0.736,0.209,0.648
2026-W09,DST002,SCH012,8,Math,79,0.534,0.615,0.275,0.68
2026-W09,DST002,SCH012,8,Science,100,0.517,0.585,0.206,0.55
2026-W10,DST002,SCH012,6,ELA,111,0.623,0.437,0.237,0.67
2026-W10,DST002,SCH012,6,Math,140,0.686,0.501,0.245,0.574
2026-W10,DST002,SCH012,6,Science,102,0.574,0.547,0.274,0.634
2026-W10,DST002,SCH012,7,ELA,94,0.608,0.627,0.244,0.635
2026-W10,DST002,SCH012,7,Math,88,0.592,0.721,0.298,0.543
2026-W10,DST002,SCH012,7,Science,101,0.599,0.498,0.193,0.654
2026-W10,DST002,SCH012,8,ELA,130,0.627,0.39,0.196,0.586
2026-W10,DST002,SCH012,8,Math,103,0.532,0.65,0.212,0.555
2026-W10,DST002,SCH012,8,Science,92,0.612,0.44,0.146,0.657
2026-W11,DST002,SCH012,6,ELA,118,0.597,0.627,0.224,0.705
2026-W11,DST002,SCH012,6,Math,120,0.672,0.5,0.26,0.726
2026-W11,DST002,SCH012,6,Science,109,0.629,0.715,0.245,0.749
2026-W11,DST002,SCH012,7,ELA,97,0.581,0.588,0.21,0.622
2026-W11,DST002,SCH012,7,Math,131,0.582,0.603,0.268,0.679
2026-W11,DST002,SCH012,7,Science,93,0.54,0.603,0.188,0.656
2026-W11,DST002,SCH012,8,ELA,145,0.648,0.47,0.253,0.673
2026-W11,DST002,SCH012,8,Math,111,0.504,0.563,0.174,0.647
2026-W11,DST002,SCH012,8,Science,102,0.701,0.597,0.263,0.631
2026-W12,DST002,SCH012,6,ELA,71,0.514,0.677,0.229,0.588
2026-W12,DST002,SCH012,6,Math,86,0.603,0.674,0.162,0.646
2026-W12,DST002,SCH012,6,Science,135,0.617,0.757,0.193,0.743
2026-W12,DST002,SCH012,7,ELA,109,0.596,0.579,0.296,0.694
2026-W12,DST002,SCH012,7,Math,96,0.648,0.659,0.185,0.637
2026-W12,DST002,SCH012,7,Science,77,0.587,0.539,0.236,0.698
2026-W12,DST002,SCH012,8,ELA,114,0.61,0.629,0.155,0.731
2026-W12,DST002,SCH012,8,Math,118,0.602,0.579,0.264,0.502
2026-W12,DST002,SCH012,8,Science,87,0.738,0.633,0.297,0.71
2026-W13,DST002,SCH012,6,ELA,102,0.677,0.66,0.236,0.723
2026-W13,DST002,SCH012,6,Math,118,0.671,0.518,0.314,0.515
2026-W13,DST002,SCH012,6,Science,73,0.638,0.735,0.239,0.588
2026-W13,DST002,SCH012,7,ELA,116,0.691,0.463,0.159,0.807
2026-W13,DST002,SCH012,7,Math,103,0.551,0.511,0.321,0.71
2026-W13,DST002,SCH012,7,Science,128,0.6,0.648,0.169,0.81
2026-W13,DST002,SCH012,8,ELA,106,0.622,0.574,0.231,0.652
2026-W13,DST002,SCH012,8,Math,99,0.594,0.741,0.265,0.645
2026-W13,DST002,SCH012,8,Science,97,0.684,0.699,0.191,0.689
2026-W14,DST002,SCH012,6,ELA,90,0.593,0.668,0.195,0.742
2026-W14,DST002,SCH012,6,Math,117,0.691,0.796,0.255,0.694
2026-W14,DST002,SCH012,6,Science,105,0.62,0.559,0.184,0.573
2026-W14,DST002,SCH012,7,ELA,117,0.673,0.676,0.251,0.538
2026-W14,DST002,SCH012,7,Math,79,0.604,0.643,0.299,0.544
2026-W14,DST002,SCH012,7,Science,98,0.603,0.641,0.277,0.618
2026-W14,DST002,SCH012,8,ELA,99,0.724,0.738,0.213,0.641
2026-W14,DST002,SCH012,8,Math,101,0.571,0.685,0.192,0.693
2026-W14,DST002,SCH012,8,Science,74,0.616,0.51,0.247,0.625
2026-W15,DST002,SCH012,6,ELA,81,0.693,0.845,0.284,0.643
2026-W15,DST002,SCH012,6,Math,124,0.588,0.602,0.279,0.527
2026-W15,DST002,SCH012,6,Science,107,0.544,0.528,0.351,0.609
2026-W15,DST002,SCH012,7,ELA,92,0.731,0.556,0.165,0.842
2026-W15,DST002,SCH012,7,Math,120,0.607,0.666,0.27,0.683
